round,winner,year,player1,player2,secPointWon1,secPointWon2,return1,return2,total1,total2
First,Juan Carlos Ferrero,2004,Juan Carlos Ferrero,Albert Montanes,52,31,62,29,83,43
First,Agustin Calleri,2004,Agustin Calleri,Christophe Rochus,56,38,42,30,129,100
First,Rafael Nadal,2004,Rafael Nadal,Michal Tabara,63,38,51,28,82,50
First,David Sanchez-Munoz,2004,David Sanchez-Munoz,Wesley Moodie,57,48,36,35,175,171
First,Joachim Johansson,2004,Joachim Johansson,Alexander Popp,65,56,33,22,105,91
First,Cyril Saulnier,2004,Cyril Saulnier,Guillermo Coria,60,50,41,31,117,96
First,Karol Kucera,2004,Karol Kucera,Xavier Malisse,53,43,43,33,95,75
First,Fabrice Santoro,2004,Fabrice Santoro,Peter Luczak,65,56,40,25,143,115
First,Guillermo Canas,2004,Guillermo Canas,Sebastien de Chaunac,46,54,44,27,91,66
First,Wayne Arthurs,2004,Wayne Arthurs,Roko Karanusic,59,61,31,27,171,160
First,Jiri Novak,2004,Jiri Novak,Olivier Rochus,43,38,51,34,103,73
First,Lleyton Hewitt,2004,Lleyton Hewitt,Cecil Mamiit,64,63,41,26,63,51
First,Albert Costa,2004,Albert Costa,Greg Rusedski,46,39,44,36,88,74
First,Gustavo Kuerten,2004,Gustavo Kuerten,John van Lottum,46,42,46,39,148,126
First,Andre Agassi,2004,Andre Agassi,Todd Larkham,53,44,48,32,94,71
First,Andy Roddick,2004,Andy Roddick,Fernando Gonzalez,57,44,40,28,120,99
First,Ivo Karlovic,2004,Ivo Karlovic,Mardy Fish,52,63,23,28,113,117
First,Tomas Berdych,2004,Tomas Berdych,Nicolas Mahut,47,45,46,37,147,123
First,Bohdan Ulihrach,2004,Bohdan Ulihrach,Lars Burgsmuller,49,42,46,34,130,109
First,Jurgen Melzer,2004,Jurgen Melzer,Tomas Behrend,76,31,51,22,93,55
First,Jerome Golmard,2004,Jerome Golmard,Albert Portas,53,40,44,31,103,80
First,Taylor Dent,2004,Taylor Dent,Fernando Verdasco,64,54,53,25,71,42
First,Sebastien Grosjean,2004,Sebastien Grosjean,Mikhail Youzhny,61,49,45,29,104,77
First,Gaston Gaudio,2004,Gaston Gaudio,Tommy Robredo,53,52,43,36,116,99
First,Nicolas Escude,2004,Nicolas Escude,Hyung-Taik Lee,50,36,50,36,111,83
First,Todd Martin,2004,Todd Martin,Antony Dupuis,58,49,32,30,164,159
First,Nicolas Lapentti,2004,Nicolas Lapentti,Oscar Hernandez,69,32,53,22,99,60
First,Sjeng Schalken,2004,Sjeng Schalken,Kenneth Carlsen,53,41,41,28,97,73
First,Galo Blanco,2004,Galo Blanco,Younes El Aynaoui,43,25,58,33,24,15
First,Paradorn Srichaphan,2004,Paradorn Srichaphan,Jose Acasuso,62,54,45,25,101,70
First,Dominik Hrbaty,2004,Dominik Hrbaty,Flavio Saretta,70,37,49,33,98,71
First,Jan-Michael Gambill,2004,Jan-Michael Gambill,Gregory Carraz,58,46,44,28,63,44
First,Robin Soderling,2004,Robin Soderling,Rainer Schuettler,56,53,36,34,158,155
First,Thomas Enqvist,2004,Thomas Enqvist,Vince Spadea,48,60,36,35,142,139
First,Marat Safin,2004,Marat Safin,Brian Vahaly,59,49,40,32,127,109
First,Chris Guccione,2004,Chris Guccione,Alun Jones,55,46,40,31,110,90
First,Jarkko Nieminen,2004,Jarkko Nieminen,Nicolas Massu,56,38,47,35,138,105
First,Ivan Ljubicic,2004,Ivan Ljubicic,Dmitry Tursunov,70,57,38,32,148,135
First,David Ferrer,2004,David Ferrer,Gilles Muller,50,39,46,34,100,77
First,Karol Beck,2004,Karol Beck,Stefan Koubek,35,35,50,41,114,95
First,Olivier Patience,2004,Olivier Patience,Igor Andreev,54,50,39,37,143,140
First,Nikolay Davydenko,2004,Nikolay Davydenko,Arnaud Clement,46,50,40,37,166,153
First,Robby Ginepri,2004,Robby Ginepri,Luis Horna,57,47,43,29,113,94
First,James Blake,2004,James Blake,Ivan Miranda,59,41,45,32,96,75
First,Juan Ignacio Chela,2004,Juan Ignacio Chela,Irakli Labadze,56,39,40,37,118,108
Final,Stanislas Wawrinka,2014,Stanislas Wawrinka,Rafael Nadal,51,42,44,29,116,88
semi,Rafael Nadal,2014,Rafael Nadal,Roger Federer,73,50,40,27,105,86
semi,Stanislas Wawrinka,2014,Stanislas Wawrinka,Tomas Berdych,56,57,28,28,143,142
quarter,Rafael Nadal,2014,Rafael Nadal,Grigor Dimitrov,67,49,38,29,147,132
quarter,Roger Federer,2014,Roger Federer,Andy Murray,64,49,40,27,147,121
quarter,Stanislas Wawrinka,2014,Stanislas Wawrinka,Novak Djokovic,50,59,32,37,153,161
quarter,Tomas Berdych,2014,Tomas Berdych,David Ferrer,44,50,42,39,128,119
Fourth,Andy Murray,2014,Andy Murray,Stephane Robert,52,39,46,33,137,103
Fourth,Rafael Nadal,2014,Rafael Nadal,Kei Nishikori,39,41,42,35,129,110
Fourth,Roger Federer,2014,Roger Federer,Jo-Wilfried Tsonga,69,55,38,20,100,72
Fourth,Grigor Dimitrov,2014,Grigor Dimitrov,Roberto Bautista-Agut,47,59,35,30,114,100
Fourth,Novak Djokovic,2014,Novak Djokovic,Fabio Fognini,71,35,51,17,96,55
Fourth,Stanislas Wawrinka,2014,Stanislas Wawrinka,Tommy Robredo,51,45,37,27,118,96
Fourth,Tomas Berdych,2014,Tomas Berdych,Kevin Anderson,62,38,44,24,92,66
Fourth,David Ferrer,2014,David Ferrer,Florian Mayer,55,46,48,33,153,118
Third,Roberto Bautista-Agut,2014,Roberto Bautista-Agut,Benoit Paire,54,29,52,32,96,65
Third,Roger Federer,2014,Roger Federer,Teimuraz Gabashvili,57,36,47,25,98,66
Third,Andy Murray,2014,Andy Murray,Feliciano Lopez,48,47,40,27,106,84
Third,Grigor Dimitrov,2014,Grigor Dimitrov,Milos Raonic,75,59,32,20,128,107
Third,Kei Nishikori,2014,Kei Nishikori,Donald Young,60,27,59,34,93,56
Third,Jo-Wilfried Tsonga,2014,Jo-Wilfried Tsonga,Gilles Simon,65,58,31,25,94,79
Third,Stephane Robert,2014,Stephane Robert,Martin Klizan,46,48,43,25,105,75
Third,Rafael Nadal,2014,Rafael Nadal,Gael Monfils,77,33,50,27,107,70
Third,Kevin Anderson,2014,Kevin Anderson,Edouard Roger-Vasselin,52,44,35,32,164,162
Third,Tommy Robredo,2014,Tommy Robredo,Richard Gasquet,43,53,36,35,140,137
Third,David Ferrer,2014,David Ferrer,Jeremy Chardy,71,36,45,30,111,87
Third,Tomas Berdych,2014,Tomas Berdych,Damir Dzumhur,61,39,47,22,93,58
Third,Florian Mayer,2014,Florian Mayer,Jerzy Janowicz,68,41,44,16,98,63
Third,Novak Djokovic,2014,Novak Djokovic,Denis Istomin,69,33,41,26,93,71
Third,Fabio Fognini,2014,Fabio Fognini,Sam Querrey,72,50,40,26,108,86
Second,Donald Young,2014,Donald Young,Andreas Seppi,43,52,39,43,158,165
Second,Rafael Nadal,2014,Rafael Nadal,Thanasi Kokkinakis,58,38,45,24,91,61
Second,Teimuraz Gabashvili,2014,Teimuraz Gabashvili,Fernando Verdasco,57,54,36,38,146,156
Second,Stephane Robert,2014,Stephane Robert,Michal Przysiezny,58,44,44,31,143,112
Second,Roberto Bautista-Agut,2014,Roberto Bautista-Agut,Juan Martin Del Potro,45,50,34,33,162,152
Second,Jo-Wilfried Tsonga,2014,Jo-Wilfried Tsonga,Thomaz Bellucci,55,59,39,25,110,88
Second,Gilles Simon,2014,Gilles Simon,Marin Cilic,45,43,44,41,171,156
Second,Gael Monfils,2014,Gael Monfils,Jack Sock,66,47,40,23,117,92
Second,Martin Klizan,2014,Martin Klizan,Blaz Rola,69,44,38,28,139,123
Second,Roger Federer,2014,Roger Federer,Blaz Kavcic,50,47,49,29,103,72
Second,Benoit Paire,2014,Benoit Paire,Nick Kyrgios,59,43,39,29,188,159
Second,Grigor Dimitrov,2014,Grigor Dimitrov,Yen-Hsun Lu,46,54,43,30,117,95
Second,Feliciano Lopez,2014,Feliciano Lopez,Michael Berrer,62,52,38,30,108,93
Second,Andy Murray,2014,Andy Murray,Vincent Millot,55,44,55,31,106,68
Second,Milos Raonic,2014,Milos Raonic,Victor Hanescu,62,59,32,23,116,101
Second,Kei Nishikori,2014,Kei Nishikori,Dusan Lajovic,52,30,51,28,104,68
Second,Florian Mayer,2014,Florian Mayer,Mikhail Youzhny,65,59,33,28,136,126
Second,Vasek Pospisil,2014,Vasek Pospisil,Matthew Ebden,61,48,34,30,132,121
Second,Jerzy Janowicz,2014,Jerzy Janowicz,Pablo Andujar,48,67,35,36,151,149
Second,Tomas Berdych,2014,Tomas Berdych,Kenny de Schepper,63,32,49,21,93,57
Second,Sam Querrey,2014,Sam Querrey,Ernests Gulbis,55,51,42,21,88,59
Second,Novak Djokovic,2014,Novak Djokovic,Leonardo Mayer,74,41,47,21,93,59
Second,Kevin Anderson,2014,Kevin Anderson,Dominic Thiem,64,52,34,24,87,69
Second,Stanislas Wawrinka,2014,Stanislas Wawrinka,Alejandro Falla,56,46,40,29,142,117
Second,David Ferrer,2014,David Ferrer,Adrian Mannarino,47,41,50,37,142,113
Second,Tommy Robredo,2014,Tommy Robredo,Julien Benneteau,63,46,39,30,159,138
Second,Fabio Fognini,2014,Fabio Fognini,Jarkko Nieminen,48,50,39,37,144,134
Second,Denis Istomin,2014,Denis Istomin,Dmitry Tursunov,67,48,38,30,127,106
Second,Edouard Roger-Vasselin,2014,Edouard Roger-Vasselin,Guillermo Garcia-Lopez,54,43,42,37,130,117
Second,Jeremy Chardy,2014,Jeremy Chardy,Alexandr Dolgopolov,46,47,37,35,164,160
Second,Damir Dzumhur,2014,Damir Dzumhur,Ivan Dodig,57,49,36,34,95,91
Second,Richard Gasquet,2014,Richard Gasquet,Nikolay Davydenko,50,44,45,38,110,97
First,Rafael Nadal,2014,Rafael Nadal,Bernard Tomic,60,38,36,23,30,24
First,Roger Federer,2014,Roger Federer,James Duckworth,58,43,40,24,96,74
First,Teimuraz Gabashvili,2014,Teimuraz Gabashvili,Sergiy Stakhovsky,50,36,46,36,133,112
First,Feliciano Lopez,2014,Feliciano Lopez,Somdev Devvarman,55,56,40,28,110,89
First,Gael Monfils,2014,Gael Monfils,Ryan Harrison,64,49,37,22,95,76
First,Marin Cilic,2014,Marin Cilic,Marcel Granollers,60,47,39,28,145,124
First,Martin Klizan,2014,Martin Klizan,John Isner,81,40,37,18,71,52
First,Jack Sock,2014,Jack Sock,Tobias Kamke,58,51,36,34,146,138
First,Vincent Millot,2014,Vincent Millot,Wayne Odesnik,48,41,46,42,173,158
First,Thanasi Kokkinakis,2014,Thanasi Kokkinakis,Igor Sijsling,53,45,36,38,135,135
First,Fernando Verdasco,2014,Fernando Verdasco,Ze Zhang,53,53,38,28,125,101
First,Victor Hanescu,2014,Victor Hanescu,Peter Gojowczyk,56,47,37,31,121,103
First,Stephane Robert,2014,Stephane Robert,Aljaz Bedene,55,18,54,35,104,74
First,Roberto Bautista-Agut,2014,Roberto Bautista-Agut,Tim Smyczek,64,29,57,28,95,55
First,Jo-Wilfried Tsonga,2014,Jo-Wilfried Tsonga,Filippo Volandri,74,47,44,27,104,77
First,Juan Martin Del Potro,2014,Juan Martin Del Potro,Rhyne Williams,56,51,32,26,122,107
First,Donald Young,2014,Donald Young,Robin Haase,55,44,40,30,124,106
First,Blaz Kavcic,2014,Blaz Kavcic,Radek Stepanek,58,48,46,37,121,104
First,Andreas Seppi,2014,Andreas Seppi,Lleyton Hewitt,55,44,36,36,175,178
First,Thomaz Bellucci,2014,Thomaz Bellucci,Julian Reister,51,43,38,36,98,93
First,Kei Nishikori,2014,Kei Nishikori,Marinko Matosevic,52,43,43,35,167,147
First,Yen-Hsun Lu,2014,Yen-Hsun Lu,Jimmy Wang,38,32,56,42,101,76
First,Milos Raonic,2014,Milos Raonic,Daniel Gimeno-Traver,47,46,44,28,127,96
First,Grigor Dimitrov,2014,Grigor Dimitrov,Bradley Klahn,65,51,37,21,133,105
First,Benoit Paire,2014,Benoit Paire,Frank Dancevic,48,45,38,28,117,97
First,Dusan Lajovic,2014,Dusan Lajovic,Lucas Pouille,58,42,43,37,141,126
First,Blaz Rola,2014,Blaz Rola,Federico Delbonis,39,47,41,31,108,86
First,Nick Kyrgios,2014,Nick Kyrgios,Benjamin Becker,44,53,39,31,133,114
First,Michal Przysiezny,2014,Michal Przysiezny,Horacio Zeballos,61,45,39,27,104,85
First,Andy Murray,2014,Andy Murray,Go Soeda,61,21,54,25,84,49
First,Michael Berrer,2014,Michael Berrer,Michael Llodra,70,44,39,21,95,74
First,David Ferrer,2014,David Ferrer,Alejandro Gonzalez,54,25,53,41,96,75
First,Jarkko Nieminen,2014,Jarkko Nieminen,Dudi Sela,48,44,43,43,173,173
First,Nikolay Davydenko,2014,Nikolay Davydenko,Lukasz Kubot,35,37,45,36,162,141
First,Dmitry Tursunov,2014,Dmitry Tursunov,Michael Russell,51,45,49,36,104,79
First,Julien Benneteau,2014,Julien Benneteau,Pablo Carreno-Busta,55,51,45,34,152,126
First,Edouard Roger-Vasselin,2014,Edouard Roger-Vasselin,Carlos Berlocq,54,52,44,41,163,150
First,Tommy Robredo,2014,Tommy Robredo,Lukas Rosol,69,45,39,27,177,152
First,Richard Gasquet,2014,Richard Gasquet,David Guez,50,44,50,34,94,67
First,Tomas Berdych,2014,Tomas Berdych,Aleksandr Nedovesov,79,47,42,18,97,67
First,Florian Mayer,2014,Florian Mayer,Denis Kudla,63,46,45,30,101,78
First,Guillermo Garcia-Lopez,2014,Guillermo Garcia-Lopez,Tommy Haas,44,38,45,37,65,55
First,Stanislas Wawrinka,2014,Stanislas Wawrinka,Andrey Golubev,46,50,50,26,54,37
First,Alejandro Falla,2014,Alejandro Falla,Mikhail Kukushkin,47,33,50,41,151,128
First,Pablo Andujar,2014,Pablo Andujar,Albert Ramos,63,30,50,39,97,77
First,Denis Istomin,2014,Denis Istomin,Marcos Baghdatis,63,33,43,31,126,106
First,Fabio Fognini,2014,Fabio Fognini,Alex Jr. Bogomolov,52,33,54,40,78,61
First,Novak Djokovic,2014,Novak Djokovic,Lukas Lacko,68,50,42,22,101,70
First,Mikhail Youzhny,2014,Mikhail Youzhny,Jan-Lennard Struff,63,32,52,35,95,66
First,Kevin Anderson,2014,Kevin Anderson,Jiri Vesely,52,61,31,29,154,154
First,Ernests Gulbis,2014,Ernests Gulbis,Juan Monaco,47,44,32,37,127,128
First,Alexandr Dolgopolov,2014,Alexandr Dolgopolov,Richard Berankis,61,46,43,29,114,91
First,Leonardo Mayer,2014,Leonardo Mayer,Albert Montanes,62,33,53,19,80,42
First,Kenny de Schepper,2014,Kenny de Schepper,Di Wu,40,58,40,38,134,125
First,Adrian Mannarino,2014,Adrian Mannarino,Steve Johnson,63,45,40,36,142,129
First,Vasek Pospisil,2014,Vasek Pospisil,Samuel Groth,52,52,39,23,94,74
First,Matthew Ebden,2014,Matthew Ebden,Nicolas Mahut,52,47,37,39,131,137
First,Dominic Thiem,2014,Dominic Thiem,Joao Sousa,51,60,40,34,148,133
First,Jerzy Janowicz,2014,Jerzy Janowicz,Jordan Thompson,46,40,40,38,153,140
First,Damir Dzumhur,2014,Damir Dzumhur,Jan Hajek,59,27,55,26,95,55
First,Ivan Dodig,2014,Ivan Dodig,Ivo Karlovic,71,53,28,20,108,93
First,Sam Querrey,2014,Sam Querrey,Santiago Giraldo,51,55,35,30,122,108
